Left Elbow,Right Elbow
171.57272193015822,156.90509760430598
173.90483785230532,157.65810883736984
176.9996481666246,159.0088080216568
178.4849477466759,161.61759574730806
177.97211038127804,162.00957030171205
177.6779599994549,162.390235863557
176.7801054551094,162.72757207287162
176.10462720544163,163.265694488942
176.40292780557758,162.86996117543464
173.15606777146135,162.31281068063933
171.4982129867304,161.18227059528408
172.14251963397024,157.7100692590446
172.0410593589486,153.2895397484565
173.043252558333,151.06002171158684
173.2627710807485,148.4194388029156
172.20187309375237,146.8798316900578
170.4464879908774,144.62181159305968
171.13851585233425,142.47817068655056
171.58034407571998,141.1850583257246
174.31403844812309,142.66299607961128
176.31295870233453,143.87341667057805
177.70882582995944,146.64598553991414
176.73947983504735,148.86895612099033
176.4709313012354,150.2941924684907
174.01407418254374,154.39849403045434
172.26885380511317,156.44341439451773
172.04640497000048,156.25511871952466
172.93179956629442,156.0956698736254
172.49002659010858,155.51608414354865
171.8192271463636,153.9371229044699
170.37782042621907,151.43896782480599
170.42348610594917,151.2402485024916
171.4590237822841,151.6463225436873
172.00193185803195,151.14647912349506
172.84069900199844,148.90348766612436
173.21298110904723,150.0798123943548
172.70035380059082,153.3791329611595
173.92159951752302,155.2922124535595
172.91744844453976,157.76850827061426
169.1618913477881,159.1068901666849
170.02927573646136,158.0211299884356
169.37838262911583,157.96051487668507
169.85903201290125,158.9119488919152
169.73063450959236,158.9802375842875
170.43572109319186,159.67745207799197
173.47179280039273,160.41447631336055
173.78741118049598,160.9171633285664
173.94425336083057,158.54970508419498
173.84917377363942,158.32521950171616
174.4290724817807,156.42275223631142
176.11955020926246,155.35269983540317
175.7545186109836,155.26205300151244
175.53299800982649,154.8332772679637
175.88668605858922,154.73773561750352
177.59328926599562,153.50281855745422
177.06893912544297,152.94718384940853
175.94548814631634,153.36473371378125
172.97382155382064,156.24409615229249
171.40792212039773,153.37592277083152
172.0130275631305,150.37264864742443
170.923494551889,146.81973630388129
171.65891252563955,146.58951973994996
172.17999630084552,145.4731055099592
168.27655511626895,144.76308149454482
169.68787736414535,144.50082956724984
169.05615736937298,144.61338695922325
170.2814107060084,146.58555899204597
172.3519033470933,151.27354805308212
175.2415630808629,154.85249053016088
173.73269596320893,154.18356712718693
173.54772476316344,155.70140908775187
175.88416366726926,155.917879445392
178.9018000225212,153.07487510729746
178.95004423937505,151.42606386352307
178.24649189861506,149.41544720924355
177.1232265954342,144.23762389876205
175.88259294818215,142.12863734581387
175.5625150113385,143.63346497296092
175.48846646506712,145.5279793987164
175.6231157975214,145.9743580122761
175.97708350880652,145.08917831880424
175.71571056592975,131.1308491235973
175.35972608890216,131.24708645264843
175.30092235176213,132.0460144075325
175.1689752004449,133.8997081396505
174.98584329459086,137.1384880403246
174.00196411021352,138.91560594553124
175.56166538821398,142.45807952334465
175.59074679720186,143.72654539211757
175.13895836086402,146.29324132959803
177.09730856530837,147.0533232135001
179.7873844235469,146.94457905497916
178.03737215512658,146.8839810577775
179.08174456813447,147.6647454990939
179.01293507730367,149.2411344717275
179.18173691212772,150.27816897742022
179.91609192137008,152.50615992357797
177.8053325978996,153.59279873475776
176.8785518792456,154.50754061701576
177.66661971278768,156.7788887463541
175.22070126050644,157.2543296279767
175.46001094141238,158.20391815891492
176.44140146549722,158.87803170310377
177.2645350059367,157.34142571073082
172.0587168963221,155.84168576893816
172.9291291039899,151.6968715373598
175.1660783680577,147.91645651965598
171.88037515613408,147.65147706157114
170.05556465269618,148.25634566944962
169.71005090307375,145.63416270285668
170.1879142034678,139.6909512851627
171.8225925156465,134.46346095621576
171.04909079240602,136.92412771637788
169.2341597263788,139.0044210115476
165.85909804541495,140.83243088486287
162.83907158714993,140.04499991457976
163.86802487412405,138.9871536668571
163.5348530881298,142.43968748372615
164.18173136705593,145.06649523500343
163.47654605659224,149.40770836501997
165.15081285485266,150.4278377108569
166.52777929941703,148.47503536243798
167.3843273638811,148.87302702893646
168.36701428206712,148.99398563855485
169.0428970189139,148.8896917927836
170.6441592616677,149.33351141504662
173.99574514942262,150.25370770026342
175.42753718005977,150.00782958216215
173.55615379634014,150.28606672632193
171.23557814111066,151.29236077667693
171.54531775652714,151.65387329973038
170.4021713320713,153.6384499402107
169.30005855179303,154.80328453383393
167.75453685076008,157.3271204000048
168.14305273296532,158.12824026660283
168.21905550919064,159.40613021962574
167.63338403168575,159.83681902955573
167.70306296653212,159.7886707781635
166.18547944639639,158.68535328575203
169.3935382466215,155.8486518079398
169.95962207495901,156.03025515504214
171.80427181430278,155.77248969300868
171.9909540930816,157.08473152204914
172.37124633057851,156.1251357901459
172.54119857576205,154.9321471776055
175.3851465229062,156.25370955713424
176.36484968306385,153.3920607985478
175.91294303488132,154.2105604649714
177.91781677031676,152.93887349298294
178.7060890142342,151.97993117679266
178.51130423542946,151.6007159814442
178.50671770389974,151.0811096107816
178.57014414860774,150.14043534411834
179.55269271506634,147.81590389934826
179.7967637018609,147.4239730203484
179.64256679981358,143.06931923095246
179.08823569270942,140.88974889580038
179.53915677581026,140.8119589714585
179.89055469295135,139.84907152129205
178.63978780754866,138.40298836709133
174.60262062084055,137.58523288999294
174.6854415028478,138.67400456624244
177.1834132109945,140.099246318915
177.97507591685968,144.34256853037326
175.50868997619668,146.9487869943614
178.87969399232776,148.51178207365803
179.94178004849564,154.08324253945096
177.78733597983432,153.97844576781432
177.9454519183892,153.67681385950857
177.9231254660434,154.39418331308255
177.4075059132955,153.72535206940154
177.4014365878389,153.70453647208248
176.81367867386592,153.24328286995222
176.41716706961637,149.9958910510061
179.13894588577406,146.9684356138492
178.02249560284392,146.85557680746825
176.91734534811692,149.03140708641234
176.232288963028,153.12571497159402
175.49114495907108,155.5951580502873
174.9572783079651,156.11878068535717
174.60744958903285,156.24398460191415
175.12968391725465,156.4289593484197
174.85937435192278,156.39940171155416
175.6618605473234,156.58883531956167
174.39430940811744,157.51891600927019
176.52520425703497,155.97885360965802
178.56567747795836,152.77903247411558
177.56353697586863,151.9038996180487
177.34444706297782,151.8004129496159
178.21942925647394,146.99170682782693
