Left Elbow,Right Elbow
73.83899955988113,134.1002902980701
76.9690453192552,133.0941971787408
75.11143574767937,130.23700973596732
75.99065550298832,133.30154232523955
76.28721671007514,133.82658824847698
77.74683148701041,135.1715511703539
79.75296153431032,139.8891699322027
79.61006659219493,144.7068724188078
78.52759154726976,145.6008919014786
75.97881563498248,141.09777199811256
70.46706672408307,143.6822576300888
70.94439653408729,141.80119800562093
72.58660339090154,137.90678260264545
76.54721409446267,135.50579577431103
81.73191355618137,129.90693341078753
89.68830565746602,131.38023986355705
109.02887503768184,128.87014404807567
119.0408373649296,131.5061624134219
102.73846288524155,122.7096740660709
94.44036434942461,117.06301608371024
93.37757122158129,113.36186457814799
104.75136364809336,113.60470718639657
103.80196572863962,112.71149989099153
106.26811835560504,112.15832821420871
109.84093148540609,110.66436960233754
107.47763384253035,107.00405442029529
106.55802276701222,101.43054354062518
111.02922533098365,95.2606815363938
112.98122397893813,92.83837370859953
115.2091647160616,91.95584512248116
116.22948775171172,96.04298176216828
118.04174694231779,100.500978966105
119.15767203406105,100.16012232053063
121.19588232761372,101.93766571672056
122.07283146735008,104.0728901232352
122.05222882515513,104.57962553653898
121.44189011302022,106.9833694267231
121.10153953514693,107.14449041021729
120.19096714988895,107.02055596301773
120.42743321355734,105.39582284806866
116.72884887176062,104.33390692292757
116.3463233354326,104.74434879365673
114.41229610384885,101.2626341529859
115.55304998006766,96.83985081685559
118.98952531957528,93.75636133846855
115.03445274266538,92.5207717714136
108.58504217117809,88.10860682178726
106.54838680333863,89.09141072941063
101.91506911749366,87.0109040696898
100.40261671774486,84.76075476439502
104.15219015903597,85.11220416623097
106.34739206873401,84.62305170165158
108.16530043005993,83.96170065957057
109.48296127805956,86.25683720583409
108.69587015475487,85.49626770611626
107.68099224474429,83.6850892593398
109.61549640610845,86.80755089406307
109.11034616204586,88.30171294214541
107.59306783744876,84.91868761977382
104.97789897280383,79.80629253532749
105.26355937574284,79.3776864375594
112.01574709039787,83.26373375945225
114.23270169364397,84.85302303400492
114.78500667511291,90.17037734703216
119.49833562443945,97.38704113538144
120.35330948962171,100.6561148916954
120.54098217808328,104.45196852790696
121.00362556178337,106.41367919607285
118.08511051365157,104.51369794043009
118.67583613210218,108.26018733473599
115.88582210815242,104.05098890865186
115.19619323031556,103.82874948770991
111.10489325238275,108.61325252245439
108.4719026637703,103.51322058077089
106.56517748017524,100.89856508889268
106.52360178415114,99.27426380167051
105.27562100507971,103.63167244585807
108.9839058415219,102.9319773467496
106.2259119167899,101.23790176657282
105.04403521197604,105.44445081006991
107.29372884976175,97.04172663418694
103.60490437884079,109.54008687033762
98.03116494638607,95.03240066177149
89.83415843625252,84.47654219964167
89.75539256440811,87.14038349646725
89.62252480160817,91.10775653557062
90.36810920991013,95.20748057046569
89.99320823554842,95.16792582091927
90.42060442085574,94.68762786573626
90.11073635884247,97.89434716839156
90.24574596050275,98.5066809084388
90.31011791968194,98.00268925819017
92.14490983484421,97.95066568022509
91.57087674193332,98.07310142504707
92.09582745437501,94.46464266271869
103.80911393476941,91.78489268637682
107.92859047153634,105.90273449896162
107.58686057612701,103.89868413125828
107.59258773395817,104.13008328094348
105.89798772020895,101.54097451542266
104.2592420220352,104.50836846786325
114.31255235649125,105.70781339185781
